,Doc. No.,G/L Account No,G/L Account Desc,Vendor No,Vendor Name,Vendor.acc.grp,Vendor.grp.description,Inv. Amount.,Doc. Date,Posting. Date,Baseline Date,Age,Outstanding Amount.,CumSum,True Outstanding
20,1003304117,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,317.00",05-Feb-24,05-02-2024,05-02-2024,55,-8317,-1372835,-8317
21,1003304118,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-13,395.00",05-Feb-24,05-02-2024,05-02-2024,55,-13395,-1386230,-13395
22,1003304290,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-15,838.00",06-Feb-24,12-02-2024,06-02-2024,54,-15838,-1402068,-15838
23,1003304269,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-11,200.00",06-Feb-24,10-02-2024,06-02-2024,54,-11200,-1413268,-11200
24,1003304272,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-32,870.00",06-Feb-24,10-02-2024,06-02-2024,54,-32870,-1446138,-32870
25,1003304273,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,003.00",06-Feb-24,10-02-2024,06-02-2024,54,-1003,-1447141,-1003
26,1003304275,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,316.00",06-Feb-24,10-02-2024,06-02-2024,54,-4316,-1451457,-4316
27,1003304313,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,003.00",06-Feb-24,13-02-2024,06-02-2024,54,-1003,-1452460,-1003
28,1003304270,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-11,781.00",07-Feb-24,10-02-2024,07-02-2024,53,-11781,-1464241,-11781
29,1003304271,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,-826,07-Feb-24,10-02-2024,07-02-2024,53,-826,-1465067,-826
30,1003304276,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,590.00",07-Feb-24,10-02-2024,07-02-2024,53,-1590,-1466657,-1590
31,1003304292,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,-826,07-Feb-24,12-02-2024,07-02-2024,53,-826,-1467483,-826
32,1003304112,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-29,400.00",08-Feb-24,08-02-2024,08-02-2024,52,-29400,-1496883,-29400
33,1003304289,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-12,600.00",12-Feb-24,12-02-2024,12-02-2024,48,-12600,-1509483,-12600
34,1003304291,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,-784,12-Feb-24,12-02-2024,12-02-2024,48,-784,-1510267,-784
35,1003304316,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-16,800.00",12-Feb-24,13-02-2024,12-02-2024,48,-16800,-1527067,-16800
36,1003304378,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,200.00",12-Feb-24,14-02-2024,12-02-2024,48,-4200,-1531267,-4200
37,1003304381,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,500.00",14-Feb-24,14-02-2024,14-02-2024,46,-10500,-1541767,-10500
38,1003304429,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,200.00",15-Feb-24,15-02-2024,15-02-2024,45,-4200,-1545967,-4200
39,1003304465,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-68,250.00",15-Feb-24,17-02-2024,15-02-2024,45,-68250,-1614217,-68250
40,1003304355,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-83,825.00",16-Feb-24,16-02-2024,16-02-2024,44,-83825,-1698042,-83825
41,1003304356,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,048.00",16-Feb-24,16-02-2024,16-02-2024,44,-6048,-1704090,-6048
42,1003304459,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-27,405.00",19-Feb-24,19-02-2024,19-02-2024,41,-27405,-1731495,-27405
43,1003304516,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-58,645.00",21-Feb-24,21-02-2024,17-02-2024,39,-58645,-1790140,-58645
44,1003304490,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,30,008.00",22-Feb-24,22-02-2024,22-02-2024,38,-130008,-1920148,-130008
45,1003304533,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-45,523.00",23-Feb-24,23-02-2024,23-02-2024,37,-45523,-1965671,-45523
46,1003304549,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-37,575.00",23-Feb-24,23-02-2024,23-02-2024,37,-37575,-2003246,-37575
47,1003304622,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,294.00",27-Feb-24,27-02-2024,27-02-2024,33,-2294,-2005540,-2294
48,1003304724,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-32,608.90",29-Feb-24,12-03-2024,29-02-2024,31,-32609,-2038149,-32609
49,1003304966,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,-945,29-Feb-24,14-03-2024,29-02-2024,31,-945,-2039094,-945
50,1003304688,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,26,739.52",01-Mar-24,01-03-2024,01-03-2024,30,-226740,-2265834,-226740
51,1003304745,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-38,537.14",02-Mar-24,13-03-2024,02-03-2024,29,-38537,-2304371,-38537
52,1003304819,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,387.00",02-Mar-24,02-03-2024,02-03-2024,29,-9387,-2313758,-9387
53,1003304841,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,838.00",02-Mar-24,15-03-2024,02-03-2024,29,-4838,-2318596,-4838
54,1003304843,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,773.00",02-Mar-24,15-03-2024,02-03-2024,29,-3773,-2322369,-3773
55,1003304847,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,284.00",02-Mar-24,15-03-2024,02-03-2024,29,-8284,-2330653,-8284
56,1003304845,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-11,592.00",04-Mar-24,15-03-2024,04-03-2024,27,-11592,-2342245,-11592
57,1003304872,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-5,14,205.00",04-Mar-24,04-03-2024,04-03-2024,27,-514205,-2856450,-514205
58,1003304875,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-60,420.00",04-Mar-24,11-03-2024,04-03-2024,27,-60420,-2916870,-60420
59,1003305192,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,340.00",04-Mar-24,04-03-2024,04-03-2024,27,-4340,-2921210,-4340
60,1003304945,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-26,995.00",05-Mar-24,07-03-2024,05-03-2024,26,-26995,-2948205,-26995
61,1003304973,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-12,040.00",05-Mar-24,14-03-2024,05-03-2024,26,-12040,-2960245,-12040
62,1003304807,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,419.00",07-Mar-24,07-03-2024,07-03-2024,24,-2419,-2962664,-2419
63,1003304842,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,419.00",07-Mar-24,15-03-2024,07-03-2024,24,-2419,-2965083,-2419
64,1003304947,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-31,351.00",07-Mar-24,07-03-2024,07-03-2024,24,-31351,-2996434,-31351
65,1003304953,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,419.00",07-Mar-24,14-03-2024,07-03-2024,24,-2419,-2998853,-2419
66,1003304682,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,200.00",08-Mar-24,08-03-2024,08-03-2024,23,-4200,-3003053,-4200
67,1003304808,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-5,250.00",09-Mar-24,18-03-2024,09-03-2024,22,-5250,-3008303,-5250
68,1003304735,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,790.00",12-Mar-24,12-03-2024,12-03-2024,19,-9790,-3018093,-9790
69,1003304814,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-11,861.00",13-Mar-24,13-03-2024,13-03-2024,18,-11861,-3029954,-11861
70,1003304820,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,360.00",13-Mar-24,13-03-2024,13-03-2024,18,-10360,-3040314,-10360
71,1003304954,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,294.00",13-Mar-24,13-03-2024,13-03-2024,18,-2294,-3042608,-2294
72,1003304959,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-17,304.00",14-Mar-24,14-03-2024,14-03-2024,17,-17304,-3059912,-17304
73,1003304961,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,207.00",14-Mar-24,14-03-2024,14-03-2024,17,-6207,-3066119,-6207
74,1003304971,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,-735,14-Mar-24,14-03-2024,14-03-2024,17,-735,-3066854,-735
75,1003304837,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,61,134.00",15-Mar-24,18-03-2024,15-03-2024,16,-161134,-3227988,-161134
76,1003304840,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-45,596.00",15-Mar-24,16-03-2024,15-03-2024,16,-45596,-3273584,-45596
77,1003304844,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,871.00",15-Mar-24,15-03-2024,15-03-2024,16,-6871,-3280455,-6871
78,1003304846,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-33,208.00",15-Mar-24,15-03-2024,15-03-2024,16,-33208,-3313663,-33208
79,1003304848,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-11,676.00",15-Mar-24,15-03-2024,15-03-2024,16,-11676,-3325339,-11676
80,1003304804,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-18,492.00",18-Mar-24,18-03-2024,18-03-2024,13,-18492,-3343831,-18492
81,1003304998,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,439.00",18-Mar-24,18-03-2024,18-03-2024,13,-1439,-3345270,-1439
82,1003305004,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-5,600.00",18-Mar-24,18-03-2024,18-03-2024,13,-5600,-3350870,-5600
83,1003305014,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-18,601.00",18-Mar-24,18-03-2024,18-03-2024,13,-18601,-3369471,-18601
84,1003305039,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,736.00",19-Mar-24,20-03-2024,19-03-2024,12,-8736,-3378207,-8736
85,1003305053,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,736.00",21-Mar-24,21-03-2024,21-03-2024,10,-8736,-3386943,-8736
86,1003305118,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-42,212.00",27-Mar-24,27-03-2024,27-03-2024,4,-42212,-3429155,-42212
87,1003305158,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-26,397.00",27-Mar-24,27-03-2024,27-03-2024,4,-26397,-3455552,-26397
88,1003305159,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,799.00",27-Mar-24,27-03-2024,27-03-2024,4,-8799,-3464351,-8799
89,1003305174,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-35,280.00",27-Mar-24,27-03-2024,27-03-2024,4,-35280,-3499631,-35280
90,1003305137,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,048.00",28-Mar-24,28-03-2024,28-03-2024,3,-6048,-3505679,-6048
91,1003305154,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-21,000.00",28-Mar-24,28-03-2024,28-03-2024,3,-21000,-3526679,-21000
92,1003305173,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,815.00",28-Mar-24,28-03-2024,28-03-2024,3,-10815,-3537494,-10815
93,1003305177,108001,Material Vendor,15100376,ASPIRE DIAGNOLINE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-19,415.00",28-Mar-24,28-03-2024,28-03-2024,3,-19415,-3556909,-19415
0,1003304042,108001,Material Vendor,15100409,NUCLEUS DIAGNOSYS LLP,V151,MATERIAL VENDOR,"-4,68,720.00",01-Feb-24,09-02-2024,01-02-2024,59,-468720,-468720,-468720
1,1003304185,108001,Material Vendor,15100409,NUCLEUS DIAGNOSYS LLP,V151,MATERIAL VENDOR,"-28,560.00",08-Feb-24,09-02-2024,08-02-2024,52,-28560,-497280,-28560
2,1003304283,108001,Material Vendor,15100409,NUCLEUS DIAGNOSYS LLP,V151,MATERIAL VENDOR,"-13,440.00",10-Feb-24,12-02-2024,10-02-2024,50,-13440,-510720,-13440
3,1003304499,108001,Material Vendor,15100409,NUCLEUS DIAGNOSYS LLP,V151,MATERIAL VENDOR,"-42,000.00",21-Feb-24,22-02-2024,21-02-2024,39,-42000,-552720,-42000
4,1003304993,108001,Material Vendor,15100409,NUCLEUS DIAGNOSYS LLP,V151,MATERIAL VENDOR,"-42,000.00",18-Mar-24,18-03-2024,18-03-2024,13,-42000,-594720,-42000
0,1003302446,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-5,70,368.00",31-Oct-23,18-11-2023,31-10-2023,152,-570368,-570368,-570368
1,1003302796,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-43,864.00",18-Nov-23,25-11-2023,18-11-2023,134,-43864,-614232,-43864
2,1003302969,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-66,145.00",28-Nov-23,01-12-2023,28-11-2023,124,-66145,-680377,-66145
3,1003302967,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-4,57,707.00",29-Nov-23,01-12-2023,29-11-2023,123,-457707,-1138084,-457707
4,1003302999,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-9,37,644.80",30-Nov-23,02-12-2023,30-11-2023,122,-937645,-2075729,-937645
5,1003303229,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-84,460.00",07-Dec-23,09-12-2023,07-12-2023,115,-84460,-2160189,-84460
6,1003303401,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-9,31,306.00",23-Dec-23,30-12-2023,23-12-2023,99,-931306,-3091495,-931306
7,1003303431,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-5,64,858.00",23-Dec-23,30-12-2023,23-12-2023,99,-564858,-3656353,-564858
8,1003303830,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-46,377.00",17-Jan-24,17-01-2024,17-01-2024,74,-46377,-3702730,-46377
9,1003304627,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-11,19,120.64",29-Jan-24,28-02-2024,29-01-2024,62,-1119121,-4821851,-1119121
10,1003304081,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-1,59,499.00",29-Jan-24,01-02-2024,29-01-2024,62,-159499,-4981350,-159499
11,1003304082,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-1,80,320.00",29-Jan-24,01-02-2024,29-01-2024,62,-180320,-5161670,-180320
12,1003304328,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-6,50,760.00",03-Feb-24,03-02-2024,03-02-2024,57,-650760,-5812430,-650760
13,1003304444,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-3,42,834.00",19-Feb-24,19-02-2024,19-02-2024,41,-342834,-6155264,-342834
14,1003304572,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-1,91,033.92",26-Feb-24,26-02-2024,26-02-2024,34,-191034,-6346298,-191034
15,1003304638,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-6,77,003.00",02-Mar-24,02-03-2024,02-03-2024,29,-677003,-7023301,-677003
16,1003304891,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-1,09,560.00",02-Mar-24,02-03-2024,02-03-2024,29,-109560,-7132861,-109560
17,1003304690,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-10,74,652.00",11-Mar-24,11-03-2024,11-03-2024,20,-1074652,-8207513,-1074652
18,1003304695,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-23,188.48",11-Mar-24,11-03-2024,11-03-2024,20,-23188,-8230701,-23188
19,1003305191,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-22,265.60",12-Mar-24,12-03-2024,12-03-2024,19,-22266,-8252967,-22266
20,1000106011,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,0,18-Mar-24,18-03-2024,31-03-2024,13,-543025,-8795992,-543025
21,1003305107,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-1,25,980.00",27-Mar-24,27-03-2024,27-03-2024,4,-125980,-8921972,-125980
22,1003305152,108001,Material Vendor,15100415,SEBIA DIAGNOSTICS INDIA PVT LTD,V151,MATERIAL VENDOR,"-11,15,552.32",28-Mar-24,28-03-2024,28-03-2024,3,-1115552,-10037524,-1115552
0,1004201840,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-5,040.00",25-Mar-23,31-07-2023,25-03-2023,372,-5040,842648,0
1,1004201834,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-14,93,159.00",31-Mar-23,31-07-2023,31-03-2023,366,-1493159,-650511,-650511
2,1004201835,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"1,75,560.00",31-Mar-23,31-07-2023,31-03-2023,366,175560,-474951,175560
3,1003303104,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-95,944.84",11-Dec-23,11-12-2023,11-12-2023,111,-95945,-570896,-95945
4,1003303237,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-2,14,100.00",12-Dec-23,14-12-2023,12-12-2023,110,-214100,-784996,-214100
5,1003303341,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-7,795.00",12-Dec-23,28-12-2023,12-12-2023,110,-7795,-792791,-7795
6,1003303330,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-9,450.00",14-Dec-23,21-12-2023,14-12-2023,108,-9450,-802241,-9450
7,1003303352,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,12,541.00",18-Dec-23,28-12-2023,18-12-2023,104,-112541,-914782,-112541
8,1003303997,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,628.00",19-Dec-23,29-01-2024,19-12-2023,103,-1628,-916410,-1628
9,1003303507,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-4,845.00",29-Dec-23,13-01-2024,29-12-2023,93,-4845,-921255,-4845
10,1003303544,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-53,525.00",29-Dec-23,01-01-2024,29-12-2024,93,-53525,-974780,-53525
11,1003303597,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,29,861.00",29-Dec-23,10-01-2024,29-12-2023,93,-129861,-1104641,-129861
12,1003303598,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-90,157.00",29-Dec-23,10-01-2024,29-12-2023,93,-90157,-1194798,-90157
13,1003303543,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-53,524.80",02-Jan-24,03-01-2024,02-01-2024,89,-53525,-1248323,-53525
14,1003303712,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-53,525.00",02-Jan-24,08-01-2024,02-01-2024,89,-53525,-1301848,-53525
15,1003303520,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,38,992.00",09-Jan-24,12-01-2024,09-01-2024,82,-138992,-1440840,-138992
16,1003303580,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-2,14,100.00",09-Jan-24,10-01-2024,09-01-2024,82,-214100,-1654940,-214100
17,1003303842,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-50,958.00",09-Jan-24,18-01-2024,09-01-2024,82,-50958,-1705898,-50958
18,1003303843,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-78,189.80",09-Jan-24,18-01-2024,09-01-2024,82,-78190,-1784088,-78190
19,1003303899,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-10,710.00",17-Jan-24,22-01-2024,17-01-2024,74,-10710,-1794798,-10710
20,1003303908,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-10,710.00",17-Jan-24,23-01-2024,17-01-2024,74,-10710,-1805508,-10710
21,1003303914,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-5,985.00",17-Jan-24,23-01-2024,17-01-2024,74,-5985,-1811493,-5985
22,1003303923,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-5,985.00",17-Jan-24,23-01-2024,17-01-2024,74,-5985,-1817478,-5985
23,1003303841,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-47,116.00",18-Jan-24,18-01-2024,18-01-2024,73,-47116,-1864594,-47116
24,1003303851,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-1,51,932.00",18-Jan-24,18-01-2024,18-01-2024,73,-151932,-2016526,-151932
25,1003303897,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-20,160.00",22-Jan-24,22-01-2024,22-01-2024,69,-20160,-2036686,-20160
26,1003305193,108001,Material Vendor,15100422,TRIVITRON HEALTHCARE PRIVATE LIMITE,V151,MATERIAL VENDOR,"-16,542.00",24-Jan-24,31-03-2024,24-01-2024,67,-16542,-2053228,-16542
